,quality_score,Owner,Country of Origin,Farm Name,Mill,Company,Altitude,Region,Producer,Number of Bags,Bag Weight,In-Country Partner,Harvest Year,Grading Date,Owner.1,Variety,Status,Processing Method,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Clean Cup,Sweetness,Cupper Points,Moisture,Category One Defects,Color,Category Two Defects,Expiration
733,82.33,CARCAFE LTDA CI,Colombia,,,CARCAFE LTDA CI,442 MSNM,HUILA,JAIME PULIDO / ERMILSON RAMOS,250,70 kg,Almacafé,2012,"January 31st, 2012",CARCAFE LTDA CI,Caturra,Completed,Natural / Dry,7.83,7.58,7.33,7.25,7.58,7.42,10.0,10.0,10.0,7.33,0.0,0,Green,0,"January 30th, 2013"
734,82.25,KlemOrganics,Brazil,FAZENDAS KLEM LTDA,DRY MILL,Klem Organics Coffee,1100,BRAZIL MATAS DE MINAS,NAGIPE VIANA KLEM,1062,5 kg,Specialty Coffee Association,,"November 15th, 2017",KlemOrganics,Catuai,Completed,Washed / Wet,7.58,7.5,7.25,7.42,7.67,7.33,10.0,10.0,10.0,7.5,0.09,2,Green,10,"November 15th, 2018"
735,82.25,CQI Taiwan ICP CQI台灣合作夥伴,Taiwan,眉泉莊園        ,台中市新社區新社里中和街4段88號        ,宸嶧國際        ,,,林玲美0918232039        ,1,10 kg,Blossom Valley International,2016/2017,"February 13th, 2017",CQI Taiwan ICP CQI台灣合作夥伴,,Completed,,7.0,7.08,7.0,7.17,7.0,7.0,10.0,10.0,10.0,10.0,0.1,0,Blue-Green,0,"February 13th, 2018"
736,82.25,Juan Luis Alvarado Romero,Guatemala,LINDA VISTA,BENEFICIO HUMEDO,"MERCON GUATEMALA, S.A.",1450,NUEVO ORIENTE,PABLO CHUY,275,69 kg,Asociacion Nacional Del Café,2016,"August 31st, 2016",Juan Luis Alvarado Romero,Pacas,Completed,Washed / Wet,7.67,7.5,7.25,7.67,7.42,7.42,10.0,10.0,10.0,7.33,0.11,0,Green,2,"August 31st, 2017"
737,82.25,Ipanema Coffees,Brazil,Rio Verde,Ipanema Comercial e Exportadora SA,Ipanema Coffees,1,South of Minas Gerais,Ipanema Agrícola SA,180,2 kg,Brazil Specialty Coffee Association,2015/2016,"October 8th, 2015",Ipanema Coffees,Yellow Bourbon,Completed,Natural / Dry,7.42,7.67,7.5,7.08,7.5,7.42,10.0,10.0,10.0,7.67,0.0,0,Green,9,"October 7th, 2016"
738,82.25,Consejo Salvadoreño del Café,El Salvador,Zapato de Mico,Tuxpal,Consejo Salvadoreño del Café,1500,Apaneca-Ilamatepec,"Tropical Farm Management El Salvador, S.A. de C.V.",275,1 kg,Salvadoran Coffee Council,2014,"July 8th, 2015",Consejo Salvadoreño del Café,Bourbon,Completed,Washed / Wet,7.58,7.67,7.5,7.67,7.83,8.42,9.33,9.33,9.33,7.58,0.12,0,Green,0,"July 7th, 2016"
739,82.25,CADEXSA,Honduras,Bethel,Cadexsa,CADEXSA,1350,Marcala,Omar Acosta,275,1 kg,Instituto Hondureño del Café,2015,"April 15th, 2015",CADEXSA,Catuai,Completed,Washed / Wet,7.58,7.5,7.42,7.58,7.42,7.42,10.0,10.0,10.0,7.33,0.11,0,Green,2,"April 14th, 2016"
740,82.25,AFCA,Malawi,Kachere,Mzuzu Coffee Coop Union,Mzuzu Coffee Planters Coop Union,1180M,South of Mzuzu,Mzuzu Coffee Coop Union,10,60 kg,Africa Fine Coffee Association,2014,"November 4th, 2014",AFCA,Gesha,Completed,Washed / Wet,7.58,7.42,7.33,7.42,7.58,7.5,10.0,10.0,10.0,7.42,0.13,0,Blue-Green,0,"November 4th, 2015"
741,82.25,Ipanema Coffees,Brazil,Rio Verde,Ipanema Coffees,Ipanema Coffees,1100,South Minas Gerais,Ipanema Agrícola SA,320,2 kg,Specialty Coffee Association,2014/2015,"October 16th, 2014",Ipanema Coffees,Bourbon,Completed,Natural / Dry,7.75,7.58,7.42,7.42,7.33,7.33,10.0,10.0,10.0,7.42,0.11,0,Green,0,"October 16th, 2015"
742,82.25,CQI Taiwan ICP CQI台灣合作夥伴,Taiwan,Guo xing ka fei wang 國姓咖啡王咖啡莊園,Guo xing ka fei wang 國姓咖啡王咖啡莊園,Blossom Valley宸嶧國際,650 M,Nantou Guoxing 南投縣國姓鄉,Lin yu tang 林玉堂,35,60 kg,Blossom Valley International,2013/2014,"December 26th, 2013",CQI Taiwan ICP CQI台灣合作夥伴,Typica,Completed,Washed / Wet,7.5,7.5,7.5,7.5,7.5,7.5,10.0,10.0,10.0,7.25,0.11,0,Green,0,"December 26th, 2014"
743,82.25,JESUS CARLOS CARDENAS VALDIVIA,Mexico,FINCA HUEHUETECPAM,"COSAUTLAN DE CARVAJAL, VER",,1338,"COSAUTLAN DE CARVAJAL, VER.",MARIA DEL ROSARIO IRAIS VALDIVIA ORTIZ,150,1 kg,AMECAFE,2013,"July 19th, 2013",JESUS CARLOS CARDENAS VALDIVIA,Mundo Novo,Completed,Washed / Wet,7.58,7.58,7.42,7.42,7.42,7.42,10.0,10.0,10.0,7.42,0.12,0,Blue-Green,4,"July 19th, 2014"
744,82.25,Kona Pacific Farmers Cooperative,United States (Hawaii),,,Kona Pacific Farmers Cooperative,,Kona,,6,100 lbs,Specialty Coffee Association,2013,"May 3rd, 2013",Kona Pacific Farmers Cooperative,Hawaiian Kona,Completed,Natural / Dry,7.33,7.42,7.5,7.67,7.5,7.42,10.0,10.0,10.0,7.42,0.0,0,Bluish-Green,1,"May 3rd, 2014"
745,82.25,SAUL M. HERNANDEZ RAMIREZ,Mexico,OMICUATLA,COMITLA,,533,"CALNALI, HIDALGO",FELIX DE LA CRUZ CASIMIRO,10,1 kg,AMECAFE,2012,"September 27th, 2012",SAUL M. HERNANDEZ RAMIREZ,Bourbon,Completed,Washed / Wet,7.58,7.58,7.5,7.17,7.42,7.42,10.0,10.0,10.0,7.58,0.16,3,None,8,"September 27th, 2013"
746,82.25,Juan Luis Alvarado Romero,Guatemala,FINCA MEDINA,FINCA MEDINA,"SIEMBRAS VISION, S.A. / ING. JORGE BOLAÑOS",4563,ANTIGUA,"SIEMBRAS VISION, S.A.",275,69 kg,Asociacion Nacional Del Café,2012,"September 19th, 2012",Juan Luis Alvarado Romero,Bourbon,Completed,Washed / Wet,7.5,7.5,7.33,7.58,7.67,7.33,10.0,10.0,10.0,7.33,0.11,0,Green,2,"September 19th, 2013"
747,82.25,MANUEL HERRERA JUAREZ,Mexico,LOS BARREALES 1112LBGR7230412,"FINCA LOS BARREALES, TEOCELO, VERACRUZ",FINCA LOS BARREALES,1170,TEOCELO,MANUEL HERRERA JUAREZ,10,1 kg,AMECAFE,2012,"August 31st, 2012",MANUEL HERRERA JUAREZ,Bourbon,Completed,Washed / Wet,7.5,7.58,7.42,7.67,7.33,7.42,10.0,10.0,10.0,7.33,0.13,0,Green,3,"August 31st, 2013"
748,82.25,GUILLERMO ROJAS SALDANA,Mexico,JAMAICA,"FINCA JAMAICA, SAN GABRIEL MIXTEPEC, JUQUILA, OAXACA",,1250,JUQUILA,GUILLERMO ROJAS SALDAÑA,40,1 kg,AMECAFE,2012,"August 30th, 2012",GUILLERMO ROJAS SALDANA,Typica,Completed,Washed / Wet,7.67,7.58,7.33,7.5,7.42,7.42,10.0,10.0,10.0,7.33,0.12,0,Green,13,"August 30th, 2013"
749,82.25,Adam Kline,El Salvador,,,Atlantic Specialty Coffee,,,,288,1 kg,Specialty Coffee Association,2012,"August 21st, 2012",Adam Kline,Other,Completed,Washed / Wet,7.75,7.33,7.33,7.5,7.5,7.5,10.0,10.0,10.0,7.33,0.0,2,Green,5,"August 21st, 2013"
750,82.25,SERGIO DE LA VEQUIA BERNARDI,Mexico,CHILCUATLA,CAFETALERA LA CUCHILLA,,1100,HUATUSCO,SERGIO DE LA VEQUIA BERNARDI,250,1 kg,AMECAFE,2012,"July 11th, 2012",SERGIO DE LA VEQUIA BERNARDI,Typica,Completed,Washed / Wet,7.33,7.58,7.42,7.67,7.33,7.5,10.0,10.0,10.0,7.42,0.11,0,Green,0,"July 11th, 2013"
751,82.25,ORGANIZACIONES DE PRODUCTORES DE CAFE COLIMENSE,Mexico,COMUNIDAD DE CANOAS,PRODUCTOS ORGANICOS DE CANOAS SPR DE RL,ORGANIZACIONES DE PRODUCTORES DE CAFE COLIMENSE SA DE CV,900,CANOAS,COOP,250,1 kg,AMECAFE,2012,"April 2nd, 2012",ORGANIZACIONES DE PRODUCTORES DE CAFE COLIMENSE,Typica,Completed,Washed / Wet,7.42,7.5,7.42,7.58,7.42,7.5,10.0,10.0,10.0,7.42,0.1,0,Green,3,"April 2nd, 2013"
752,82.25,Exportadora de Cafe Condor S.A,Colombia,,trilladora Bonanza,Exportadora de Cafe Condor S.A,1750,huila,,250,70 kg,Almacafé,2012,"February 22nd, 2012",Exportadora de Cafe Condor S.A,Caturra,Completed,Washed / Wet,7.5,7.42,7.67,7.33,7.58,7.33,10.0,10.0,10.0,7.42,0.12,0,Green,1,"February 21st, 2013"
753,82.25,Racafe & Cia S.C.A,Colombia,,,C.I.Racafe & Cia S.C.A,De 1600 a 1950 msnm,Huila,La Plata,100,70 kg,Almacafé,2012,"February 9th, 2012",Racafe & Cia S.C.A,Caturra,Completed,Washed / Wet,7.67,7.33,7.33,7.33,7.5,7.5,10.0,10.0,10.0,7.58,0.11,0,Green,0,"February 8th, 2013"
754,82.25,NUCOFFEE,Brazil,Caxambu,,NUCOFFEE,,,Carmem Lucia Chaves de Brito,84,60 kg,NUCOFFEE,2012,"January 23rd, 2012",NUCOFFEE,Arusha,Completed,Natural / Dry,7.67,7.58,7.42,7.0,7.5,7.58,10.0,10.0,10.0,7.5,0.12,0,Green,1,"January 22nd, 2013"
755,82.25,Racafe & Cia S.C.A,Colombia,,,,,Cauca,,149,70 kg,Almacafé,,"March 1st, 2011",Racafe & Cia S.C.A,,Completed,,7.17,7.25,7.58,7.25,7.58,7.67,10.0,10.0,10.0,7.75,0.22,0,,2,"February 29th, 2012"
756,82.17,Ipanema Coffees,Brazil,Fazenda Capoeirinha,Dry mill,Ipanema Coffees,934,South of Minas Gerais,Ipanema Agricola,320,60 kg,Brazil Specialty Coffee Association,2016,"August 16th, 2016",Ipanema Coffees,Bourbon,Completed,Natural / Dry,7.42,7.42,7.5,7.42,7.42,7.5,10.0,10.0,10.0,7.5,0.11,0,Green,5,"August 16th, 2017"
757,82.17,Bismarck Castro,Honduras,Las Cuchillas,Dry mill,CIGRAH S.A DE C.V,1500,Comayagua,Nahun Maldonado,200,69 kg,Instituto Hondureño del Café,2015,"June 9th, 2016",Bismarck Castro,Caturra,Completed,Washed / Wet,7.5,7.5,7.17,7.42,7.5,7.5,10.0,10.0,10.0,7.58,0.11,0,Bluish-Green,2,"June 9th, 2017"
758,82.17,"BENCAFE, S. A.",Nicaragua,EL BRIGADUM - LA CORONELA,DRY MILL,"BENEFICIADORA NORTEÑA DE CAFE, S. A. (BENCAFE)",1000,JINOTEGA PROVINCE,MARCIO ALBERTO RIVERA CASTELLON,275,69 kg,Instituto Hondureño del Café,,"March 15th, 2016","BENCAFE, S. A.",,Completed,,7.5,7.5,7.33,7.42,7.5,7.42,10.0,10.0,10.0,7.5,0.1,0,Green,1,"March 15th, 2017"
759,82.17,Langiro Farm group,Tanzania,Langiro farm group,Mbinga,TAWOCA,1500-1800,Ruvuma,Langiro farm group,30,80 kg,Africa Fine Coffee Association,2015,"November 16th, 2015",Langiro Farm group,Bourbon,Completed,Washed / Wet,7.58,7.42,7.42,7.33,7.5,7.42,10.0,10.0,10.0,7.5,0.13,1,Green,6,"November 15th, 2016"
760,82.17,IBERO COFFEE TRADING CO (T) LTD,Tanzania,,,Ibero Tanzania,1600,Northern,,300,60 kg,Tanzanian Coffee Board,2015/2016,"October 20th, 2015",IBERO COFFEE TRADING CO (T) LTD,Other,Completed,Washed / Wet,7.42,7.42,7.42,7.5,7.5,7.33,10.0,10.0,10.0,7.58,0.12,0,Green,1,"October 19th, 2016"
761,82.17,Ipanema Coffees,Brazil,Rio Verde,Ipanema Comercial e Exportadora SA,Ipanema Coffees,1,South of Minas Gerais,Ipanema Agrícola SA,320,2 kg,Brazil Specialty Coffee Association,2015/2016,"October 8th, 2015",Ipanema Coffees,Yellow Bourbon,Completed,Natural / Dry,6.92,7.58,7.42,7.33,7.83,7.5,10.0,10.0,10.0,7.58,0.0,0,Green,1,"October 7th, 2016"
762,82.17,Doi Tung Development Project,Thailand,,,Doi Tung Development Project,800++,THAILAND,Doi Tung Development Project,1,1 kg,Specialty Coffee Association,2014,"June 9th, 2015",Doi Tung Development Project,,Completed,Washed / Wet,7.42,7.42,7.17,7.75,7.25,7.67,10.0,10.0,10.0,7.5,0.12,0,Bluish-Green,0,"June 8th, 2016"
763,82.17,CADEXSA,Honduras,Bethel,CADEXSA,CADEXSA,1350,Marcala,Omar Acosta,275,1 kg,Instituto Hondureño del Café,2015,"April 15th, 2015",CADEXSA,Catuai,Completed,Washed / Wet,7.67,7.5,7.25,7.42,7.58,7.42,10.0,10.0,10.0,7.33,0.11,0,Green,2,"April 14th, 2016"
764,82.17,EssenceCoffee,Guatemala,Blue Lake,,Essence Coffee,1500,Atitlan,,250,69 kg,Blossom Valley International,2014,"March 21st, 2015",EssenceCoffee,Bourbon,Completed,Washed / Wet,7.42,7.42,7.5,7.5,7.42,7.5,10.0,10.0,10.0,7.42,0.09,0,Blue-Green,4,"March 20th, 2016"
765,82.17,BOURBON SPECIALTY COFFEES,Brazil,,,BOURBON SPECIALTY COFFEES,,CERRADO - CAMPOS ALTOS,,300,60 kg,Brazil Specialty Coffee Association,2014,"January 15th, 2015",BOURBON SPECIALTY COFFEES,Mundo Novo,Completed,Natural / Dry,7.58,7.5,7.42,7.25,7.5,7.42,10.0,10.0,10.0,7.5,0.12,0,Green,1,"January 15th, 2016"
766,82.17,Tembo Coffee Company Ltd,Tanzania,Ilomba 2,Tembo Coffee Company Ltd,Tembo Coffee Company Ltd,1700,"Ilomba Vilage, Mbozi",Tembo Coffee Company Ltd,10,60 kg,Africa Fine Coffee Association,2014,"December 15th, 2014",Tembo Coffee Company Ltd,Other,Completed,Washed / Wet,7.75,7.42,7.42,7.58,7.33,7.42,10.0,10.0,10.0,7.25,0.12,0,Green,1,"December 15th, 2015"
767,82.17,J.ANDRADE,Mexico,EL PINO,"EL PINO, COSAUTLAN DE CARVAJAL","CAFÉ ANDRADE, S.A. DE C.V.",1100,COSAUTLAN DE CARVAJAL,JOSÉ LUIS ANDRADE SANDARA,200,1 kg,AMECAFE,2013,"July 15th, 2014",J.ANDRADE,Other,Completed,Washed / Wet,7.42,7.33,7.17,7.42,7.33,8.17,10.0,10.0,10.0,7.33,0.12,0,Green,0,"July 15th, 2015"
768,82.17,LUSSO LAB,Mexico,,,LUSSO COFFEE LAB,"1,200-1,600m","La Concordia, Chiapas",Union Ramal Santa Cruz,2,2 kg,Specialty Coffee Association,2013,"April 10th, 2014",LUSSO LAB,Other,Completed,Washed / Wet,7.5,7.5,7.33,7.42,7.5,7.42,10.0,10.0,10.0,7.5,0.1,1,None,1,"April 10th, 2015"
769,82.17,CQI Taiwan ICP CQI台灣合作夥伴,Taiwan,Song Yue Coffee 嵩岳咖啡,Song Yue Coffee 嵩岳咖啡,Blossom Valley宸嶧國際,1200 M,Yunlin 雲林縣石壁,Guo Zhang Sheng 郭章盛,60,60 kg,Blossom Valley International,2013/2014,"December 26th, 2013",CQI Taiwan ICP CQI台灣合作夥伴,Typica,Completed,Other,7.5,7.5,7.5,7.5,7.5,7.5,10.0,10.0,10.0,7.17,0.11,0,Green,0,"December 26th, 2014"
770,82.17,"Lin, Che-Hao Krude 林哲豪",Taiwan,Kan Tou Mountain Coffee 崁頭山咖啡館,Kan Tou Mountain Coffee 崁頭山咖啡館,"RED ON TREE CO., LTD.",800 M,"Dongshan Dist., Tainan City 臺南市東山區",Jufeng-Tseng 曾如楓,80,10 kg,Specialty Coffee Association,2012,"May 29th, 2013","Lin, Che-Hao Krude 林哲豪",Typica,Completed,Washed / Wet,7.67,7.5,7.5,7.17,7.17,7.58,10.0,10.0,10.0,7.58,0.0,0,Green,0,"May 29th, 2014"
771,82.17,Exportadora de Cafe Condor S.A,Colombia,,triladora bonanza,Exportadora de Cafe Condor S.A,1750 msnm,huila,,250,70 kg,Almacafé,2013,"March 20th, 2013",Exportadora de Cafe Condor S.A,Caturra,Completed,Washed / Wet,7.33,7.25,7.25,7.58,7.75,7.5,10.0,10.0,10.0,7.5,0.0,0,Bluish-Green,1,"March 20th, 2014"
772,82.17,SAUL M. HERNANDEZ RAMIREZ,Mexico,EL NANCHI,"BUENAS VISTA, MUNICIPIO DE SAN BARTOLO TUTOTEPEC",,1144,SAN BARTOLO TUTOTEPEC,AVILA MARTINEZ ADOLFO,10,1 kg,AMECAFE,2012,"September 27th, 2012",SAUL M. HERNANDEZ RAMIREZ,Typica,Completed,Washed / Wet,7.5,7.67,7.0,7.5,7.33,7.5,10.0,10.0,10.0,7.67,0.15,1,None,9,"September 27th, 2013"
773,82.17,The Coffee Source Inc.,Guatemala,,,The Coffee Source Inc.,1350,Oriente,Several producers,250,1 kg,Specialty Coffee Association,2012,"August 2nd, 2012",The Coffee Source Inc.,Caturra,Completed,Washed / Wet,7.25,7.75,7.0,7.75,8.17,7.75,10.0,10.0,9.33,7.17,0.12,0,None,2,"August 2nd, 2013"
774,82.17,SALVADOR CARO CARRION,Mexico,LAS TRUCHAS,LAS TRUCHAS,,1000,ALTOTONGA,SALVADOR CARO CARRION,200,1 kg,AMECAFE,2012,"July 11th, 2012",SALVADOR CARO CARRION,Typica,Completed,Washed / Wet,7.5,7.58,7.25,7.5,7.5,7.33,10.0,10.0,10.0,7.5,0.12,0,Green,4,"July 11th, 2013"
775,82.17,ORGANIZACIONES DE PRODUCTORES DE CAFE COLIMENSE,Mexico,"LA CALERA, BARRANCA DE LA LEONA, EL NOGAL",BENEFICIO PRODUCTORES ORGANICOS DE CNOAS S.P.R. DE R.L.,ORGANIZACIONES DE PRODUCTORES DE CAFE COLIMENSE SA DE CV,1200,COLIMA,"OSCAR TORRES OCHOCA, GENARO MATA CAMBEROS, MANUEL DUARTE MUNGUIA",60,1 kg,AMECAFE,2012,"July 2nd, 2012",ORGANIZACIONES DE PRODUCTORES DE CAFE COLIMENSE,Typica,Completed,Washed / Wet,7.0,7.67,7.5,7.5,7.42,7.5,10.0,10.0,10.0,7.58,0.1,0,Green,1,"July 2nd, 2013"
776,82.17,Exportadora de Cafe Condor S.A,Colombia,,Trrilladora Bonanza-Armenia,,1800 msnm,huila,,250,70 kg,Almacafé,4T/10,"February 9th, 2011",Exportadora de Cafe Condor S.A,,Completed,,7.58,7.67,7.42,7.17,7.17,7.75,10.0,10.0,10.0,7.42,0.08,0,,0,"February 9th, 2012"
777,82.08,SanJava Coffee,Indonesia,Vary,Bener Meriah - Gayo,PT. Shriya Artha Nusantara,1300,Aceh Gayo,Various Farms,2,1 kg,Specialty Coffee Association of Indonesia,2017,"August 3rd, 2017",SanJava Coffee,Bourbon,Completed,Washed / Wet,7.5,7.5,7.42,7.42,7.5,7.42,10.0,10.0,10.0,7.33,0.15,0,,3,"August 3rd, 2018"
778,82.08,Raúl Vargas,Colombia,,San José / Neiva,SKN CARIBECAFE LTDA,,Huila,,275,70 kg,Almacafé,2016,"February 20th, 2017",Raúl Vargas,Caturra,Completed,Washed / Wet,7.75,7.58,7.42,7.67,7.83,7.58,9.33,9.33,10.0,7.58,0.0,0,Green,6,"February 20th, 2018"
779,82.08,Ipanema Coffees,Brazil,Fazenda Capoeirinha,Dry mill,Ipanema Coffees,894,South of Minas Gerais,Ipanema Agricola,320,60 kg,Brazil Specialty Coffee Association,2016,"August 16th, 2016",Ipanema Coffees,Bourbon,Completed,Natural / Dry,7.42,7.58,7.42,7.5,7.42,7.25,10.0,10.0,10.0,7.5,0.11,0,Green,3,"August 16th, 2017"
780,82.08,Ipanema Coffees,Brazil,Rio Verde,Ipanema Comercial e Exportadora SA,Ipanema Coffees,1,South of Minas Gerais,Ipanema Agrícola SA,320,2 kg,Brazil Specialty Coffee Association,2015/2016,"October 8th, 2015",Ipanema Coffees,Yellow Bourbon,Completed,Natural / Dry,7.25,7.25,7.58,7.58,7.25,7.92,10.0,10.0,10.0,7.25,0.0,0,Green,1,"October 7th, 2016"
781,82.08,"CAFETALERA INTERNACIONAL CAFINTER, S.A.",Costa Rica,EL PATALILLO,EL PATALILLO,"CAFETALERA INTERNACIONAL CAFINTER, S.A.",1200-1400 MASL,TRES RIOS,JOSE FRANCISCO GONZALEZ,275,350 kg,Specialty Coffee Association of Costa Rica,2015,"April 10th, 2015","CAFETALERA INTERNACIONAL CAFINTER, S.A.",Caturra,Completed,Washed / Wet,7.75,7.42,7.42,7.25,7.17,7.42,10.0,10.0,10.0,7.67,0.0,0,Blue-Green,0,"April 9th, 2016"
782,82.08,Balam Hinyula,Tanzania,AMPCG,DAE,VOLCAFE/TaylorWinch Tanzania Ltd,1500,Kilimanjaro,AMPCG,300,2 kg,Tanzanian Coffee Board,2014,"March 25th, 2015",Balam Hinyula,Bourbon,Completed,Washed / Wet,7.42,7.33,7.42,7.42,7.5,7.58,10.0,10.0,10.0,7.42,0.12,0,Green,5,"March 24th, 2016"
783,82.08,Ngorogoro Convenant Estate,Tanzania,Ngorogoro Convenant Estate,Ngorogoro Convenant Estate,Ngorogoro Convenant Estate,1500 - 1700,Ngorogoro,Ngorogoro Convenant Estate,1,60 kg,Africa Fine Coffee Association,2014,"January 8th, 2015",Ngorogoro Convenant Estate,Other,Completed,Washed / Wet,7.42,7.5,7.5,7.33,7.33,7.5,10.0,10.0,10.0,7.5,0.12,0,Green,3,"January 8th, 2016"
784,82.08,Cafe Politico,Colombia,,,Cafe Politico,,,,1,5 lbs,Specialty Coffee Association,2013,"September 12th, 2014",Cafe Politico,,Completed,Washed / Wet,7.5,7.42,7.42,7.42,7.67,7.42,10.0,10.0,10.0,7.25,0.11,1,Green,0,"September 12th, 2015"
785,82.08,"CECA, S.A.",Costa Rica,Cafetalera Aquiares,Cafetalera Aquiares,"CECA,S.A.",1.3,Turrialba,Cafetalera Aquiares,150,69 kg,Specialty Coffee Association of Costa Rica,2013,"March 21st, 2014","CECA, S.A.",Caturra,Completed,Washed / Wet,7.58,7.33,7.33,7.33,7.5,7.67,10.0,10.0,10.0,7.33,0.11,0,Green,2,"March 21st, 2015"
786,82.08,Kona Pacific Farmers Cooperative,United States (Hawaii),,,Kona Pacific Farmers Cooperative,,Kona,,4,100 lbs,Specialty Coffee Association,2012,"November 26th, 2012",Kona Pacific Farmers Cooperative,Hawaiian Kona,Completed,Natural / Dry,7.25,7.58,7.58,7.25,7.5,7.42,10.0,10.0,10.0,7.5,0.11,0,Bluish-Green,0,"November 26th, 2013"
787,82.08,"El Equimite, Cafetal Biodinámico",Mexico,"CAFETAL EL EQUIMITE, RANCHO AGROECOLÓGICO","CAFETAL EL EQUIMITE, RANCHO AGROECOLÓGICO",,1300,COATEPEC,GIBRAN LEONARDO CERVANTES COVARRUBIAS,35,1 kg,AMECAFE,2012,"September 10th, 2012","El Equimite, Cafetal Biodinámico",Typica,Completed,Washed / Wet,7.42,7.58,7.5,7.33,7.42,7.42,10.0,10.0,10.0,7.42,0.13,0,Green,7,"September 10th, 2013"
788,82.08,JULIO PEREZ HERNANDEZ,Mexico,,"TAPACHULA, CHIAPAS",INDIGENAS DE LA SIERRA MADRE DE MOTOZINTLA SAN ISIDRO LABRADOR S. DE S.S.,1800,TAPACHULA,ISMAM SAN ISIDRO LABRADOR S. DE S.S.,250,1 kg,AMECAFE,2012,"August 30th, 2012",JULIO PEREZ HERNANDEZ,Typica,Completed,Washed / Wet,7.5,7.42,7.42,7.5,7.25,7.5,10.0,10.0,10.0,7.5,0.13,3,Green,13,"August 30th, 2013"
789,82.08,ROSA AURORA FALCON FERNANDEZ,Mexico,BOLA DE ORO,"COATEPEC, VER",,1250,COATEPEC,ROSA AURORA FALCON FERNANDEZ,15,1 kg,AMECAFE,2012,"July 26th, 2012",ROSA AURORA FALCON FERNANDEZ,Typica,Completed,Washed / Wet,7.67,7.5,7.25,7.58,7.42,7.33,10.0,10.0,10.0,7.33,0.11,0,Green,11,"July 26th, 2013"
790,82.08,Royal Base Corporation,Vietnam,"Apollo Co., LTd.","Apollo Co., LTd.",Royal Base Corporation,1040M,Don Duong,"Apollo Co., LTd.",1,2 kg,Specialty Coffee Association,2012,"July 23rd, 2012",Royal Base Corporation,Other,Completed,Natural / Dry,7.67,8.0,7.17,7.08,7.67,7.08,10.0,10.0,10.0,7.42,0.12,0,Green,2,"July 23rd, 2013"
791,82.08,SERGIO DE LA VEQUIA BERNARDI,Mexico,TOMATLANCILLO,CAFETALERA LA CUCHILLA,,1250,HUATUSCO,RAMIRO DE LA VEQUIA BERNARDI,250,1 kg,AMECAFE,2012,"July 11th, 2012",SERGIO DE LA VEQUIA BERNARDI,Typica,Completed,Washed / Wet,7.58,7.42,7.25,7.75,7.33,7.42,10.0,10.0,10.0,7.33,0.11,0,Green,1,"July 11th, 2013"
792,82.08,Kona Pacific Farmers Cooperative,United States (Hawaii),,,CQI,,Kona,,10,100 lbs,Specialty Coffee Association,2012,"February 23rd, 2012",Kona Pacific Farmers Cooperative,Hawaiian Kona,Completed,Washed / Wet,7.33,7.5,7.33,7.58,7.08,7.83,10.0,10.0,10.0,7.42,0.1,0,Green,2,"February 22nd, 2013"
793,82.08,CARCAFE LTDA CI,Colombia,,,,1600 msnm,Cauca,Carlos Pechene / Jesús Pechene / Flor Chacón,275,70 kg,Almacafé,January 2011,"April 18th, 2011",CARCAFE LTDA CI,,Completed,,7.67,7.42,7.67,7.33,7.25,7.58,10.0,10.0,10.0,7.17,0.08,1,,5,"April 17th, 2012"
794,82.0,Bismarck Castro,Honduras,Las Moras,CIGRAH S.A DE C.V.,CIGRAH S.A DE C.V,1600,El Paraíso,Santos Fonseca,275,69 kg,Instituto Hondureño del Café,2017,"June 1st, 2017",Bismarck Castro,Caturra,Completed,Washed / Wet,7.5,7.5,7.17,7.5,7.5,7.42,10.0,10.0,10.0,7.42,0.12,0,Green,1,"June 1st, 2018"
795,82.0,Bismarck Castro,Honduras,Las Moras,CIGRAH S.A. DE C.V.,CIGRAH S.A DE C.V,1600,Guinope El Paraíso,Santos Fonseca,275,69 kg,Instituto Hondureño del Café,2016,"April 6th, 2017",Bismarck Castro,Caturra,Completed,Natural / Dry,7.5,7.5,7.25,7.33,7.42,7.5,10.0,10.0,10.0,7.5,0.1,0,Green,7,"April 6th, 2018"
796,82.0,Ipanema Coffees,Brazil,Capoeirinha Farm,Dry mill,Ipanema Coffees,944,South of Minas Gerais,Ipanema Agricola,230,60 kg,Brazil Specialty Coffee Association,2016,"August 16th, 2016",Ipanema Coffees,Bourbon,Completed,Natural / Dry,7.5,7.33,7.42,7.5,7.33,7.42,10.0,10.0,10.0,7.5,0.11,0,Green,3,"August 16th, 2017"
797,82.0,Didas,Tanzania,Family farm,,TAWOCA,1500-1800,Kilimanjaro,Mr & Mrs Didas Mallya,2,80 kg,Africa Fine Coffee Association,2015,"November 16th, 2015",Didas,Other,Completed,Washed / Wet,7.67,7.33,7.33,7.42,7.42,7.42,10.0,10.0,10.0,7.42,0.13,0,Green,20,"November 15th, 2016"
798,82.0,Minwook Ku,Laos,Club Green,Club Green,Kettles Coffee Roasters,1250m,Lao P.D.R.,HanYong Choi,1,2 kg,Specialty Coffee Institute of Asia,2015,"November 5th, 2015",Minwook Ku,Other,Completed,Washed / Wet,7.42,7.5,7.25,7.33,7.5,7.5,10.0,10.0,10.0,7.5,0.12,0,Blue-Green,0,"November 4th, 2016"
